ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,lemmatized_KB,changed_argument_occurrences,unchanged_argument_occurrences,absent_argument_occurrences,ambiguous_argument_occurrences,empty_argument_occurrences,mapping_details_json
381275595.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,Big hairy dog chews on a bone while lying on a furry toy.,The dog is laying on an object,"isa_wn(lying, laying); isa_wn(furry toy, object)","[[""furry toy"",""object""],[""lie"",""lay""]]",2,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""furry toy"",""lemma"":""furry toy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""furry toy"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""object"",""lemma"":""object"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""object"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""lying"",""lemma"":""lie"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""lying"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""laying"",""lemma"":""lay"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""laying"",""pos_tags"":[""VBG""]}]}]"
3816820298.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A man on horseback in a rodeo arena is trying to lasso a black calf.,A man is on a horse doing rodeo events.,"isa_wn(lasso, rodeo event)","[[""lasso"",""rodeo event""]]",0,1,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""lasso"",""lemma"":""lasso"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""lasso"",""pos_tags"":[""VB""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""rodeo event"",""lemma"":""rodeo event"",""decision"":""absent"",""POS_evidence"":[]}]"
381750411.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,Man dressed in business casual attire playing the saxophone with the rest of a band.,Man plays a woodwind instrument.,"isa_wn(saxophone, woodwind instrument)","[[""saxophone"",""woodwind instrument""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""saxophone"",""lemma"":""saxophone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""saxophone"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""woodwind instrument"",""lemma"":""woodwind instrument"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""woodwind instrument"",""pos_tags"":[""NN"",""NN""]}]}]"
3825750029.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A woman in a blue tank-top rides a blue bicycle in front of a crowd of meandering pedestrians.,A woman rides a bike in front of a crowd,"isa_wn(bicycle, bike)","[[""bicycle"",""bike""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""bicycle"",""lemma"":""bicycle"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""bicycle"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""bike"",""lemma"":""bike"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""bike"",""pos_tags"":[""NN""]}]}]"
3827183336.jpg#2r1e,lasha,anthropic/claude-haiku-4.5,2,non_entailment,,A Latin American weaving fabric.,The person is making fabic,NO_RELATION,,0,0,0,0,0,
384,lasha,anthropic/claude-haiku-4.5,2,valid,,A white and tan dog is running through the tall and green grass,A white and tan dog is running through a field,"isa_wn(tall and green grass, field)","[[""tall and green grass"",""field""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""tall and green grass"",""lemma"":""tall and green grass"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""tall and green grass"",""pos_tags"":[""NN"",""CC"",""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""field"",""lemma"":""field"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""field"",""pos_tags"":[""NN""]}]}]"
3843254402.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,A man is spraying water on concrete.,"isa_wn(water hose, spray); isa_wn(concrete ruin, concrete)","[[""concrete ruin"",""concrete""],[""water hose"",""spray""]]",0,2,1,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""concrete ruin"",""lemma"":""concrete ruin"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""concrete"",""lemma"":""concrete"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""concrete"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""concrete"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""water hose"",""lemma"":""water hose"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""water hose"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""spray"",""lemma"":""spray"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""spray"",""pos_tags"":[""VB""]}]}]"
3853,lasha,anthropic/claude-haiku-4.5,2,valid,,A cat is playing a piano,A cat is playing keyboards,"isa_wn(piano, keyboard)","[[""piano"",""keyboard""]]",0,1,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""piano"",""lemma"":""piano"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""piano"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""keyboard"",""lemma"":""keyboard"",""decision"":""absent"",""POS_evidence"":[]}]"
3860415767.jpg#2r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,This is man standing by a fruit or vegetable cart peeling a piece of fruit.,A man peels fruit.,NO_RELATION,[],0,0,0,0,0,[]
3913959754.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,"A woman is standing near the water, looks to be throwing something.",A woman is close to the water.,"isa_wn(near, close to)","[[""near"",""close to""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""near"",""lemma"":""near"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""near"",""pos_tags"":[""IN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""close to"",""lemma"":""close to"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""close to"",""pos_tags"":[""RB"",""TO""]}]}]"
3937269663.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A man in a yellow excavator on a construction site.,the guy is on the excavator,"isa_wn(man, guy)","[[""man"",""guy""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""guy"",""lemma"":""guy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""guy"",""pos_tags"":[""NN""]}]}]"
3947729724.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,Woman reaching for food at the supermarket.,Woman is doing groceries at the store.,"isa_wn(supermarket, store); isa_wn(reach for food, do groceries)","[[""reach for food"",""do groceries""],[""supermarket"",""store""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""reach for food"",""lemma"":""reach for food"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""do groceries"",""lemma"":""do groceries"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""supermarket"",""lemma"":""supermarket"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""supermarket"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""store"",""lemma"":""store"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""store"",""pos_tags"":[""NN""]}]}]"
3974,lasha,anthropic/claude-haiku-4.5,2,valid,,A girl is awakening,A girl is waking up,"isa_wn(awaken, wake up)","[[""awaken"",""wake up""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""awaken"",""lemma"":""awaken"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""wake up"",""lemma"":""wake up"",""decision"":""absent"",""POS_evidence"":[]}]"
3983185073.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A woman observes a rusted antique car.,A woman looks at an old car.,"isa_wn(observe, look at); isa_wn(rusted antique car, old car)","[[""observe"",""look at""],[""rusted antique car"",""old car""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""observe"",""lemma"":""observe"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""look at"",""lemma"":""look at"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""rusted antique car"",""lemma"":""rusted antique car"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""rusted antique car"",""pos_tags"":[""JJ"",""NN"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""old car"",""lemma"":""old car"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""old car"",""pos_tags"":[""JJ"",""NN""]}]}]"
4000008650.jpg#2r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A woman plays the tuba and another plays the cello on the street.,People playing instruments on the street.,"isa_wn(woman, person); isa_wn(tuba, instrument); isa_wn(cello, instrument)","[[""cello"",""instrument""],[""tuba"",""instrument""],[""woman"",""person""]]",0,3,3,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cello"",""lemma"":""cello"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cello"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""instrument"",""lemma"":""instrument"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""tuba"",""lemma"":""tuba"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""tuba"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""instrument"",""lemma"":""instrument"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]}]"
4006,lasha,anthropic/claude-haiku-4.5,2,valid,,A man is climbing a rope,The man is climbing up a rope,NO_RELATION,[],0,0,0,0,0,[]
4015,lasha,anthropic/claude-haiku-4.5,2,valid,,The lady is picking up the kangaroo,The woman is picking up the kangaroo,"isa_wn(lady, woman)","[[""lady"",""woman""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""lady"",""lemma"":""lady"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""lady"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]}]"
4019072184.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A man is rock climbing with protective rope.,A man is being secured.,"isa_wn(rock climb, secure)","[[""rock climb"",""secure""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""rock climb"",""lemma"":""rock climb"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""secure"",""lemma"":""secure"",""decision"":""absent"",""POS_evidence"":[]}]"
4066,lasha,anthropic/claude-haiku-4.5,2,valid,,The man is hurling knives at a tree,The man is throwing knives at a tree,"isa_wn(hurl, throw)","[[""hurl"",""throw""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""hurl"",""lemma"":""hurl"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""throw"",""lemma"":""throw"",""decision"":""absent"",""POS_evidence"":[]}]"
41253213.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,People sit around tables watching intently under a cloth covering.,People sit around tables under canopies.,"isa_wn(cloth covering, canopy)","[[""cloth cover"",""canopy""]]",1,0,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cloth covering"",""lemma"":""cloth cover"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cloth covering"",""pos_tags"":[""NN"",""VBG""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""canopy"",""lemma"":""canopy"",""decision"":""absent"",""POS_evidence"":[]}]"
4135,lasha,anthropic/claude-haiku-4.5,2,valid,,A dog is bouncing on a trampoline,A dog is jumping on a trampoline,"isa_wn(bounce, jump)","[[""bounce"",""jump""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""bounce"",""lemma"":""bounce"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""jump"",""lemma"":""jump"",""decision"":""absent"",""POS_evidence"":[]}]"
4181,lasha,anthropic/claude-haiku-4.5,2,non_entailment,,A dog is eating a doll,A dog is biting a doll,NO_RELATION,,0,0,0,0,0,
418207489.jpg#3r1n,lasha,anthropic/claude-haiku-4.5,2,valid,,A man and a woman are shopping at a large hardware warehouse store.,A man and woman are in a hardware store.,"isa_wn(hardware warehouse store, hardware store)","[[""hardware warehouse store"",""hardware store""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""hardware warehouse store"",""lemma"":""hardware warehouse store"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""hardware warehouse store"",""pos_tags"":[""NN"",""IN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""hardware store"",""lemma"":""hardware store"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""hardware store"",""pos_tags"":[""NN"",""NN""]}]}]"
4183662919.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A child plays with her father's boots.,A child is playing.,NO_RELATION,[],0,0,0,0,0,[]
4241997277.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A well dressed man and woman wearing floral dress dancing.,the man is well dressed.,NO_RELATION,[],0,0,0,0,0,[]
4288,lasha,anthropic/claude-haiku-4.5,2,valid,,The woman is slicing cooked octopus,A woman is chopping up an octopus,"isa_wn(slice, chop); isa_wn(cooked octopus, octopus)","[[""cook octopus"",""octopus""],[""slice"",""chop""]]",1,1,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cooked octopus"",""lemma"":""cook octopus"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cooked octopus"",""pos_tags"":[""VBN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""octopus"",""lemma"":""octopus"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""octopus"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""octopus"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""slice"",""lemma"":""slice"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""chop"",""lemma"":""chop"",""decision"":""absent"",""POS_evidence"":[]}]"
4291704682.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,There are two people sweeping a sidewalk in this picture.,There are a couple of people cleaning the path.,"isa_wn(sweep, clean); isa_wn(sidewalk, path)","[[""sidewalk"",""path""],[""sweep"",""clean""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""sidewalk"",""lemma"":""sidewalk"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sidewalk"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""path"",""lemma"":""path"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""path"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""sweep"",""lemma"":""sweep"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""clean"",""lemma"":""clean"",""decision"":""absent"",""POS_evidence"":[]}]"
4294390957.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,2,valid,,A man talks behind a podium.,A man is speaking.,"isa_wn(talk, speak)","[[""talk"",""speak""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""talk"",""lemma"":""talk"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""speak"",""lemma"":""speak"",""decision"":""absent"",""POS_evidence"":[]}]"
4297,lasha,anthropic/claude-haiku-4.5,2,valid,,An aircraft is taking off,A plane is taking off,"isa_wn(aircraft, plane)","[[""aircraft"",""plane""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""aircraft"",""lemma"":""aircraft"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""aircraft"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""plane"",""lemma"":""plane"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""plane"",""pos_tags"":[""NN""]}]}]"
