ID,prompt,model,repeat,relation_index,argument_index,status,argument,lemma,decision,POS_evidence_json,premise,hypothesis
9069,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,water,water,unchanged,"[{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]",Two boys are laying in the ocean close to the beach,Two boys are laying in the water close to the beach
92413203.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,lead,lead,unchanged,"[{""sentence"":""premise"",""span"":""lead"",""pos_tags"":[""VBP""]}]",Three people each lead one camel with riders in a silhouetted line across sand dunes and a gray sky.,People walking across the sand.
92413203.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,walk,walk,absent,[],Three people each lead one camel with riders in a silhouetted line across sand dunes and a gray sky.,People walking across the sand.
9359,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,big,big,unchanged,"[{""sentence"":""premise"",""span"":""big"",""pos_tags"":[""JJ""]}]",A surfer is surfing a big wave,A surfer is surfing a huge wave
9359,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,huge,huge,unchanged,"[{""sentence"":""hypothesis"",""span"":""huge"",""pos_tags"":[""JJ""]}]",A surfer is surfing a big wave,A surfer is surfing a huge wave
941641803.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,grass,grass,unchanged,"[{""sentence"":""premise"",""span"":""grass"",""pos_tags"":[""NN""]}]",A man toy field hockey with a toddler in the grass.,A man playing field hockey with a small child outside.
941641803.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,outside,outside,unchanged,"[{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""IN""]}]",A man toy field hockey with a toddler in the grass.,A man playing field hockey with a small child outside.
941641803.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,toddler,toddler,unchanged,"[{""sentence"":""premise"",""span"":""toddler"",""pos_tags"":[""NN""]}]",A man toy field hockey with a toddler in the grass.,A man playing field hockey with a small child outside.
941641803.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,small child,small child,unchanged,"[{""sentence"":""hypothesis"",""span"":""small child"",""pos_tags"":[""JJ"",""NN""]}]",A man toy field hockey with a toddler in the grass.,A man playing field hockey with a small child outside.
9433,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,yard,yard,unchanged,"[{""sentence"":""premise"",""span"":""yard"",""pos_tags"":[""NN""]}]",The black and white dog is running in a green yard,A black and white dog is running outdoors
9433,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,outdoors,outdoors,unchanged,"[{""sentence"":""hypothesis"",""span"":""outdoors"",""pos_tags"":[""NNS""]}]",The black and white dog is running in a green yard,A black and white dog is running outdoors
952171414.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,bus,bus,unchanged,"[{""sentence"":""premise"",""span"":""bus"",""pos_tags"":[""NN""]}]",a group of four people conversing next to a bus,A group of people are talking near a vehicle.
952171414.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,vehicle,vehicle,unchanged,"[{""sentence"":""hypothesis"",""span"":""vehicle"",""pos_tags"":[""NN""]}]",a group of four people conversing next to a bus,A group of people are talking near a vehicle.
952171414.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,converse,converse,absent,[],a group of four people conversing next to a bus,A group of people are talking near a vehicle.
952171414.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,talk,talk,absent,[],a group of four people conversing next to a bus,A group of people are talking near a vehicle.
9584,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]",The woman is holding the paintbrush next to the artist's easel,The lady is holding the paintbrush next to the artist's easel
9584,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,lady,lady,unchanged,"[{""sentence"":""hypothesis"",""span"":""lady"",""pos_tags"":[""NN""]}]",The woman is holding the paintbrush next to the artist's easel,The lady is holding the paintbrush next to the artist's easel
96056569.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,woman and man,woman and man,unchanged,"[{""sentence"":""premise"",""span"":""woman and man"",""pos_tags"":[""NN"",""CC"",""NN""]}]",A woman and man are cutting a large cake.,People are cutting a cake.
96056569.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,people,people,unchanged,"[{""sentence"":""hypothesis"",""span"":""People"",""pos_tags"":[""NNS""]}]",A woman and man are cutting a large cake.,People are cutting a cake.
9668,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,escort,escort,absent,[],A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage
9668,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,lead,lead,absent,[],A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage
973353650.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,dilapidated,dilapidated,unchanged,"[{""sentence"":""premise"",""span"":""dilapidated"",""pos_tags"":[""JJ""]}]",An elder bearded man having a rest in a dilapidated building.,An old bearded man is in an old building.
973353650.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,old,old,unchanged,"[{""sentence"":""hypothesis"",""span"":""old"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""old"",""pos_tags"":[""JJ""]}]",An elder bearded man having a rest in a dilapidated building.,An old bearded man is in an old building.
973353650.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,2,1,valid,elder,elder,unchanged,"[{""sentence"":""premise"",""span"":""elder"",""pos_tags"":[""NN""]}]",An elder bearded man having a rest in a dilapidated building.,An old bearded man is in an old building.
973353650.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,2,2,valid,old,old,unchanged,"[{""sentence"":""hypothesis"",""span"":""old"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""old"",""pos_tags"":[""JJ""]}]",An elder bearded man having a rest in a dilapidated building.,An old bearded man is in an old building.
976581518.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,creation,creation,unchanged,"[{""sentence"":""premise"",""span"":""creation"",""pos_tags"":[""NN""]}]",A scientist studies a slide in order to work on her new creation.,A scientist studies a slide that is related to her invention.
976581518.jpg#0r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,invention,invention,unchanged,"[{""sentence"":""hypothesis"",""span"":""invention"",""pos_tags"":[""NN""]}]",A scientist studies a slide in order to work on her new creation.,A scientist studies a slide that is related to her invention.
985982384.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,swimsuit,swimsuit,absent,[],Men and women in swimsuits hangout on rocks above water.,The men and women are dressed in clothes for the beach.
985982384.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,clothes for the beach,clothes for the beach,unchanged,"[{""sentence"":""hypothesis"",""span"":""clothes for the beach"",""pos_tags"":[""NNS"",""IN"",""DT"",""NN""]}]",Men and women in swimsuits hangout on rocks above water.,The men and women are dressed in clothes for the beach.
98756067.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,two,two,unchanged,"[{""sentence"":""premise"",""span"":""Two"",""pos_tags"":[""CD""]}]",Two men practicing a form of martial arts in a wooden-floored studio.,"Few men practicing martial arts in a studio, which is wooden floored"
98756067.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,few,few,unchanged,"[{""sentence"":""hypothesis"",""span"":""Few"",""pos_tags"":[""JJ""]}]",Two men practicing a form of martial arts in a wooden-floored studio.,"Few men practicing martial arts in a studio, which is wooden floored"
vg_len26r4e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,spectator,spectator,absent,[],The spectators wear hats,The onlookers wear hats
vg_len26r4e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,onlooker,onlooker,absent,[],The spectators wear hats,The onlookers wear hats
vg_len66r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,shiny,shiny,unchanged,"[{""sentence"":""premise"",""span"":""shiny"",""pos_tags"":[""JJ""]}]",The cup is shiny.,The cup glitters
vg_len66r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,glitter,glitter,absent,[],The cup is shiny.,The cup glitters
vg_len84r1e,lasha,anthropic/claude-sonnet-4.5,3,1,1,valid,gleam,gleam,absent,[],The bus is gleaming,The bus is bright.
vg_len84r1e,lasha,anthropic/claude-sonnet-4.5,3,1,2,valid,bright,bright,unchanged,"[{""sentence"":""hypothesis"",""span"":""bright"",""pos_tags"":[""JJ""]}]",The bus is gleaming,The bus is bright.
114368470.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,stand in line,stand in line,absent,[],Boy standing in line in a grocery store with his items on the conveyor belt.,He is waiting to pay.
114368470.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,wait,wait,absent,[],Boy standing in line in a grocery store with his items on the conveyor belt.,He is waiting to pay.
1192,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,woods,wood,changed,"[{""sentence"":""premise"",""span"":""woods"",""pos_tags"":[""NNS""]}]",A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area
1192,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,wooded area,wooded area,unchanged,"[{""sentence"":""hypothesis"",""span"":""wooded area"",""pos_tags"":[""JJ"",""NN""]}]",A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area
1262,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,perform,perform,absent,[],A band is performing onstage,A band is playing onstage
1262,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,play,play,absent,[],A band is performing onstage,A band is playing onstage
1403064674.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,guy,guy,unchanged,"[{""sentence"":""premise"",""span"":""guy"",""pos_tags"":[""NN""]}]",A guy looking out over the scenic forest.,A person is viewing the forest.
1403064674.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A guy looking out over the scenic forest.,A person is viewing the forest.
1403064674.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,4,2,1,valid,look out over,look out over,absent,[],A guy looking out over the scenic forest.,A person is viewing the forest.
1403064674.jpg#3r1e,lasha,anthropic/claude-sonnet-4.5,4,2,2,valid,view,view,absent,[],A guy looking out over the scenic forest.,A person is viewing the forest.
1405221276.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,shake themselves dry,shake themselves dry,absent,[],Two dogs shaking themselves dry on the sand.,Two dogs shake off water to get dry.
1405221276.jpg#4r1e,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,shake off water to get dry,shake off water to get dry,unchanged,"[{""sentence"":""hypothesis"",""span"":""shake off water to get dry"",""pos_tags"":[""VBP"",""RP"",""NN"",""TO"",""VB"",""JJ""]}]",Two dogs shaking themselves dry on the sand.,Two dogs shake off water to get dry.
1412,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,log,log,absent,[],Men are sawing logs,Men are cutting wood
1412,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,wood,wood,unchanged,"[{""sentence"":""hypothesis"",""span"":""wood"",""pos_tags"":[""NN""]}]",Men are sawing logs,Men are cutting wood
1412,lasha,anthropic/claude-sonnet-4.5,4,2,1,valid,saw,saw,absent,[],Men are sawing logs,Men are cutting wood
1412,lasha,anthropic/claude-sonnet-4.5,4,2,2,valid,cut,cut,absent,[],Men are sawing logs,Men are cutting wood
1425529973.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,fish,fish,unchanged,"[{""sentence"":""premise"",""span"":""fish"",""pos_tags"":[""NN""]}]",A man perched on a row of aquariums is using a net to scoop a fish from another aquarium.,A man is moving aquatic life.
1425529973.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,aquatic life,aquatic life,unchanged,"[{""sentence"":""hypothesis"",""span"":""aquatic life"",""pos_tags"":[""JJ"",""NN""]}]",A man perched on a row of aquariums is using a net to scoop a fish from another aquarium.,A man is moving aquatic life.
1425529973.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,4,2,1,valid,scoop,scoop,unchanged,"[{""sentence"":""premise"",""span"":""scoop"",""pos_tags"":[""VB""]}]",A man perched on a row of aquariums is using a net to scoop a fish from another aquarium.,A man is moving aquatic life.
1425529973.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,4,2,2,valid,move,move,absent,[],A man perched on a row of aquariums is using a net to scoop a fish from another aquarium.,A man is moving aquatic life.
147236031.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,asian woman,asian woman,unchanged,"[{""sentence"":""premise"",""span"":""Asian woman"",""pos_tags"":[""JJ"",""NN""]}]",An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.
147236031.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""Woman"",""pos_tags"":[""NNP""]}]",An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.
147236031.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,2,1,valid,asparagus,asparagus,unchanged,"[{""sentence"":""premise"",""span"":""asparagus"",""pos_tags"":[""NN""]}]",An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.
147236031.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,2,2,valid,vegetable,vegetable,absent,[],An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.
147236031.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,3,1,valid,trim,trim,absent,[],An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.
147236031.jpg#1r1e,lasha,anthropic/claude-sonnet-4.5,4,3,2,valid,cut,cut,absent,[],An Asian woman is looking at the camera while trimming asparagus.,Woman cuts vegetables.
1495,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,play,play,absent,[],A man is playing a guitar,A man is strumming a guitar
1495,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,strum,strum,absent,[],A man is playing a guitar,A man is strumming a guitar
1497,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,strum,strum,absent,[],A man is strumming a guitar,A man is playing guitar
1497,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,play,play,absent,[],A man is strumming a guitar,A man is playing guitar
158827073.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,chocolate milk powder,chocolate milk powder,unchanged,"[{""sentence"":""premise"",""span"":""chocolate milk powder"",""pos_tags"":[""NN"",""NN"",""NN""]}]",Young girl playing with chocolate milk powder.,There is a girl playing with food
158827073.jpg#2r1e,lasha,anthropic/claude-sonnet-4.5,4,1,2,valid,food,food,unchanged,"[{""sentence"":""hypothesis"",""span"":""food"",""pos_tags"":[""NN""]}]",Young girl playing with chocolate milk powder.,There is a girl playing with food
1792,lasha,anthropic/claude-sonnet-4.5,4,1,1,valid,walk,walk,absent,[],A lion is slowly walking,A lion is slowly moving around
